id,VISIT,trnum,num,novel,famil,pctnovel,right,left,cent,away,elapse
1,1,1,224,0,196,0,0,224,0,0,22.3
1,1,2,155,0,125,0,0,151,0,4,37.8
1,1,3,153,70,0,100,0,95,0,58,53.1
1,1,4,162,122,6,95.3125,6,149,7,0,69.3
1,1,5,155,87,20,81.30841121,87,20,20,28,84.8
1,1,6,258,119,25,82.63888889,126,41,54,37,110.6
1,1,7,153,126,0,100,0,153,0,0,125.9
1,1,8,154,124,3,97.63779528,16,137,1,0,141.3
1,1,9,213,11,112,8.943089431,11,117,0,85,162.6
1,1,10,154,0,127,0,0,153,0,1,178
1,1,11,156,104,8,92.85714286,8,131,8,9,193.6
1,1,12,167,118,16,88.05970149,19,118,4,26,210.3
1,1,13,158,0,125,0,0,146,10,2,226.1
1,1,14,177,0,110,0,0,128,0,49,243.8
1,2,1,185,22,135,14.01273885,22,147,0,16,18.4
1,2,2,177,1,146,0.680272109,8,166,3,0,36.1
1,2,3,155,129,0,100,0,155,0,0,51.6
1,2,4,153,127,0,100,0,153,0,0,66.9
1,2,5,149,0,122,0,0,149,0,0,81.8
1,2,6,151,0,124,0,0,151,0,0,96.9
1,2,7,148,121,0,100,0,148,0,0,111.7
1,2,8,151,124,0,100,0,151,0,0,126.8
1,2,9,153,0,127,0,0,153,0,0,142.1
1,2,10,158,0,132,0,0,158,0,0,157.9
1,2,11,152,103,0,100,0,127,0,25,173.1
1,2,12,148,110,0,100,11,120,6,11,187.9
1,2,13,180,2,92,2.127659574,2,92,8,78,205.9
1,2,14,174,0,147,0,8,165,0,1,223.3
1,2,15,156,77,7,91.66666667,14,93,3,46,238.9
1,2,16,154,122,0,100,0,122,0,32,254.3
1,2,17,157,0,130,0,0,157,0,0,270
1,2,18,154,0,107,0,0,134,0,20,285.4
1,2,19,152,123,0,100,0,143,0,9,300.6
1,2,20,152,126,0,100,0,152,0,0,315.8
1,2,21,151,124,0,100,125,21,5,0,330.9
1,2,22,157,128,0,100,155,0,0,2,346.6
1,2,23,149,0,123,0,149,0,0,0,361.5
1,2,24,151,4,120,3.225806452,140,7,4,0,376.6
1,2,25,159,0,119,0,9,119,0,31,392.5
1,2,26,194,0,125,0,7,126,0,61,411.9
1,2,27,154,127,0,100,0,154,0,0,427.3
1,2,28,157,131,0,100,0,157,0,0,443
1,2,29,156,0,125,0,3,148,5,0,458.6
1,2,30,152,0,126,0,0,152,0,0,473.8
1,2,31,153,124,0,100,0,151,0,2,489.1
1,3,1,158,2,128,1.538461538,15,140,0,3,15.7
1,3,2,152,65,8,89.04109589,75,17,3,57,30.9
1,3,3,153,123,0,100,11,128,7,7,46.2
1,3,4,165,44,2,95.65217391,6,58,8,93,62.7
1,3,5,162,0,117,0,9,135,6,12,78.9
1,3,6,158,89,0,100,89,0,0,69,94.7
1,3,7,213,145,39,78.80434783,47,150,13,3,116
1,3,8,158,54,47,53.46534653,47,59,9,43,131.8
1,3,9,158,0,0, ,0,18,5,135,147.6
1,3,10,153,72,3,96,72,13,3,65,162.9
1,3,11,158,111,7,94.06779661,12,111,11,24,178.7
1,3,12,158,114,0,100,5,116,0,37,194.5
1,3,13,158,0,122,0,5,141,1,11,210.3
1,3,14,251,0,168,0,0,168,0,83,235.4
1,3,15,152,24,0,100,0,37,0,115,250.6
1,3,16,164,17,112,13.17829457,112,30,21,1,267
1,3,17,154,0,121,0,4,138,12,0,282.4
1,3,18,161,6,111,5.128205128,13,122,23,3,298.5
1,3,19,162,114,5,95.79831933,10,127,15,10,314.7
1,3,20,168,124,0,100,0,147,0,21,331.5
1,3,21,157,0,109,0,4,113,3,37,347.2
1,3,22,152,0,117,0,0,138,3,11,362.4
1,3,23,162,125,0,100,0,125,0,37,378.6
1,3,24,186,119,7,94.44444444,7,141,6,32,397.2
1,3,25,161,0,129,0,0,136,0,25,413.3
1,3,26,160,0,134,0,0,145,13,2,429.3
1,3,27,155,121,4,96.8,4,145,3,3,444.8
1,3,28,152,81,0,100,0,108,8,36,460
1,3,29,157,0,126,0,11,139,3,4,475.7
1,3,30,161,0,123,0,8,133,0,20,491.8
1,3,31,155,117,0,100,2,126,6,21,507.3
1,3,32,157,128,0,100,0,145,0,12,523
1,3,33,174,0,132,0,0,137,6,31,540.4
1,3,34,159,0,131,0,0,143,0,16,556.3
1,3,35,214,125,0,100,0,139,0,75,577.7
1,3,36,188,93,5,94.89795918,5,106,6,71,596.5
1,3,37,152,0,121,0,0,144,4,4,611.7
1,3,38,254,0,158,0,9,168,3,74,637.1
1,3,39,155,110,1,99.0990991,7,113,1,34,652.6
1,3,40,155,121,0,100,0,129,0,26,668.1
2,1,1,156,57,0,100,85,0,0,71,15.5
2,1,2,154,70,0,100,82,0,0,72,30.9
2,1,3,155,0,57,0,57,0,0,98,46.4
2,1,4,253,0,34,0,34,0,12,207,71.7
2,1,5,236,39,0,100,39,0,0,197,95.3
2,1,6,217,54,31,63.52941176,54,31,16,116,117
2,1,7,165,18,50,26.47058824,62,32,3,68,133.5
2,1,8,186,0,34,0,34,0,14,138,152.1
2,1,9,158,119,0,100,145,0,0,13,167.9
2,1,10,161,134,0,100,161,0,0,0,184
2,1,11,164,0,119,0,145,0,0,19,200.4
2,1,12,155,0,91,0,117,0,0,38,215.9
2,1,13,152,100,0,100,127,0,0,25,231.1
2,1,14,152,75,0,100,102,0,0,50,246.3
2,1,15,276,15,117,11.36363636,117,15,11,133,273.9
2,1,16,152,25,43,36.76470588,48,37,27,40,289.1
2,1,17,182,49,31,61.25,49,31,7,95,307.3
2,1,18,152,45,9,83.33333333,72,9,5,66,322.5
2,1,19,168,0,54,0,54,0,0,114,339.3
2,1,20,153,0,99,0,103,0,0,50,354.6
2,1,21,212,108,0,100,108,0,0,104,375.8
2,1,22,188,62,0,100,88,0,0,100,394.6
2,1,23,179,17,36,32.0754717,44,30,19,86,412.5
2,1,24,170,7,19,26.92307692,19,7,4,140,429.5
2,2,1,229,22,67,24.71910112,26,70,2,131,22.8
2,2,2,144,3,74,3.896103896,9,94,5,36,37.2
2,2,3,166,79,22,78.21782178,22,86,3,55,53.8
2,2,4,167,81,17,82.65306122,17,95,0,55,70.5
2,2,5,161,10,69,12.65822785,10,95,0,56,86.6
2,2,6,206,0,70,0,0,70,3,133,107.2
2,2,7,158,68,39,63.55140187,43,77,7,31,123
2,2,8,155,71,0,100,4,71,1,79,138.5
2,2,9,182,5,53,8.620689655,11,65,9,97,156.7
2,2,10,181,0,31,0,5,41,24,111,174.8
2,2,11,166,19,27,41.30434783,27,19,7,113,191.4
2,2,12,155,18,36,33.33333333,43,18,15,79,206.9
2,2,13,224,31,8,79.48717949,43,8,29,144,229.3
2,2,14,148,47,32,59.49367089,61,32,24,31,244.1
2,2,15,148,17,27,38.63636364,28,27,21,72,258.9
2,2,16,205,79,8,90.8045977,13,85,21,86,279.4
2,2,17,148,0,81,0,0,107,4,37,294.2
2,2,18,174,39,38,50.64935065,45,38,1,90,311.6
2,2,19,160,20,26,43.47826087,28,20,37,75,327.6
2,2,20,152,0,25,0,25,0,12,115,342.8
2,2,21,194,52,0,100,69,0,0,125,362.2
2,2,22,231,16,1,94.11764706,16,1,4,210,385.3
2,2,23,267,24,0,100,0,45,6,216,412
2,2,24,172,10,16,38.46153846,16,31,8,117,429.2
2,3,1,182,11,88,11.11111111,11,96,0,75,18.1
2,3,2,309,18,44,29.03225806,25,55,10,219,49
2,3,3,196,26,56,31.70731707,64,26,1,105,68.6
2,3,4,163,103,0,100,0,103,0,60,84.9
2,3,5,234,36,54,40,36,60,3,135,108.3
2,3,6,168,0,53,0,0,72,0,96,125.1
2,3,7,168,43,0,100,0,48,0,120,141.9
2,3,8,217,28,23,54.90196078,23,28,0,166,163.6
2,3,9,208,2,26,7.142857143,2,34,0,172,184.4
2,3,10,157,13,25,34.21052632,13,25,10,109,200.1
2,3,11,159,14,14,50,14,14,1,130,216
2,3,12,157,37,8,82.22222222,8,52,1,96,231.7
3,1,1,173,0,144,0,0,172,0,1,17.2
3,1,2,156,0,129,0,0,156,0,0,32.8
3,1,3,151,92,0,100,0,118,0,33,47.9
3,1,4,163,70,0,100,0,70,0,93,64.2
3,1,5,221,0,55,0,0,55,0,166,86.3
3,1,6,173,0,139,0,2,139,0,32,103.6
3,1,7,154,118,0,100,0,134,0,20,119
3,1,8,535,4,101,3.80952381,101,4,2,428,172.5
3,1,9,149,83,0,100,97,11,0,41,187.4
3,1,10,295,117,0,100,117,0,6,172,216.9
3,1,11,488,119,0,100,4,119,0,365,265.7
3,1,12,622,19,0,100,0,39,5,578,327.9
3,1,13,219,0,18,0,0,18,0,201,349.8
3,1,14,279,99,0,100,99,0,10,170,377.7
3,1,15,952,0,11,0,36,0,0,916,472.9
3,1,16,200,0,112,0,112,0,0,88,492.9
3,1,17,153,120,0,100,136,0,0,17,508.2
3,1,18,177,16,77,17.20430108,40,77,3,57,525.9
3,1,19,452,0,61,0,61,16,1,374,571.1
3,1,20,176,0,111,0,113,0,6,57,588.7
3,1,21,151,65,0,100,91,0,0,60,603.8
3,1,22,155,0,90,0,26,90,4,35,619.3
3,1,23,578,86,0,100,0,86,0,492,677.1
3,1,24,148,97,0,100,0,103,0,45,691.9
3,1,25,174,0,116,0,0,139,0,35,709.3
3,1,26,149,0,77,0,0,103,0,46,724.2
3,2,1,159,0,3, ,9,3,14,133,15.8
3,2,2,226,43,15,74.13793103,43,15,0,168,38.4
3,2,3,1665,0,10,0,12,26,10,1617,204.9
3,2,4,676,82,17,82.82828283,17,82,0,577,272.5
3,2,5,241,15,1,93.75,16,16,0,209,296.6
3,2,6,344,5,112,4.273504274,5,112,4,223,331
3,2,7,244,21,7,75,7,21,0,216,355.4
3,2,8,672,20,83,19.41747573,83,20,0,569,422.6
3,2,9,148,16,3,84.21052632,41,4,41,62,437.4
3,2,10,335,4,97,3.96039604,4,97,10,224,470.9
3,2,11,149,120,0,100,0,131,0,18,485.8
3,2,12,151,124,0,100,0,151,0,0,500.9
3,2,13,150,0,124,0,0,150,0,0,515.9
3,2,14,163,0,118,0,0,133,1,29,532.2
3,2,15,158,121,3,97.58064516,7,123,0,28,548
3,2,16,150,123,0,100,0,150,0,0,563
3,2,17,166,0,119,0,0,136,0,30,579.6
3,2,18,151,0,119,0,0,146,5,0,594.7
3,2,19,149,119,3,97.54098361,4,145,0,0,609.6
3,2,20,157,112,0,100,2,126,8,21,625.3
3,2,21,150,0,117,0,0,143,0,7,640.3
3,2,22,158,4,80,4.761904762,8,80,20,50,656.1
3,2,23,153,93,1,98.93617021,1,115,22,15,671.4
3,2,24,153,98,28,77.77777778,30,123,0,0,686.7
3,2,25,157,120,4,96.77419355,140,8,4,5,702.4
3,2,26,156,8,98,7.547169811,8,99,23,26,718
3,2,27,148,2,120,1.639344262,125,14,8,1,732.8
3,2,28,155,129,0,100,10,142,0,3,748.3
3,2,29,152,0,120,0,0,132,5,15,763.5
3,2,30,149,3,107,2.727272727,3,128,8,10,778.4
3,2,31,155,127,0,100,0,134,18,3,793.9
3,2,32,155,116,0,100,4,136,6,9,809.4
3,2,33,148,1,114,0.869565217,6,119,0,23,824.2
3,2,34,152,0,114,0,8,119,18,7,839.4
3,2,35,154,105,0,100,5,123,4,22,854.8
3,2,36,153,108,0,100,0,113,22,18,870.1
3,2,37,280,0,109,0,0,109,23,148,898.1
3,2,38,161,2,98,2,2,114,11,34,914.2
3,2,39,156,119,0,100,0,129,1,26,929.8
3,2,40,156,121,0,100,0,132,10,14,945.4
3,3,1,156,1,127,0.78125,6,131,11,8,15.5
3,3,2,148,0,121,0,0,148,0,0,30.3
3,3,3,148,122,0,100,0,148,0,0,45.1
3,3,4,146,120,0,100,0,146,0,0,59.7
3,3,5,152,24,97,19.83471074,24,124,2,2,74.9
3,3,6,148,116,1,99.14529915,135,4,7,2,89.7
3,3,7,149,0,122,0,143,3,0,3,104.6
3,3,8,152,0,126,0,152,0,0,0,119.8
3,3,9,150,121,0,100,147,0,2,1,134.8
3,3,10,152,125,0,100,152,0,0,0,150
3,3,11,150,0,120,0,144,0,3,3,165
3,3,12,147,0,121,0,143,1,3,0,179.7
3,3,13,149,120,1,99.17355372,145,3,0,1,194.6
3,3,14,196,132,5,96.35036496,153,9,3,31,214.2
3,3,15,160,0,122,0,136,0,0,24,230.2
3,3,16,148,82,36,69.49152542,53,85,10,0,245
3,3,17,171,127,0,100,142,9,7,13,262.1
3,3,18,152,126,0,100,151,0,0,1,277.3
3,3,19,146,0,118,0,144,0,0,2,291.9
3,3,20,150,0,120,0,144,0,3,3,306.9
3,3,21,147,118,0,100,144,0,0,3,321.6
3,3,22,147,120,0,100,147,0,0,0,336.3
3,3,23,151,0,124,0,149,0,0,2,351.4
3,3,24,150,0,124,0,150,0,0,0,366.4
3,3,25,147,115,0,100,132,4,8,3,381.1
3,3,26,160,106,12,89.83050847,128,12,0,20,397.1
3,3,27,149,88,35,71.54471545,35,109,5,0,412
3,3,28,147,114,1,99.13043478,16,120,9,2,426.7
3,3,29,154,105,22,82.67716535,124,27,3,0,442.1
3,3,30,150,0,123,0,0,150,0,0,457.1
3,3,31,155,52,70,42.62295082,70,75,0,10,472.6
3,3,32,152,0,120,0,134,0,0,18,487.8
3,3,33,153,119,0,100,147,0,0,6,503.1
3,3,34,152,105,12,89.74358974,114,12,0,26,518.3
3,3,35,147,101,0,100,0,127,4,16,533
3,3,36,148,111,0,100,0,132,0,16,547.8
3,3,37,152,22,84,20.75471698,22,94,0,36,563
3,3,38,153,0,120,0,10,125,10,8,578.3
3,3,39,151,94,0,100,5,97,0,49,593.4
3,3,40,151,71,45,61.20689655,45,79,0,27,608.5
4,1,1,153,0,22,0,0,50,0,103,15.2
4,1,2,221,12,0,100,12,15,4,190,37.3
4,1,3,1167,145,9,94.15584416,9,145,16,997,154
4,1,4,154,59,0,100,0,86,0,68,169.4
4,1,5,243,0,112,0,0,138,0,105,193.7
4,1,6,235,0,109,0,0,109,0,126,217.2
4,1,7,153,59,0,100,0,59,0,94,232.5
4,1,8,339,165,0,100,0,169,0,170,266.4
4,1,9,335,0,121,0,0,146,0,189,299.9
4,1,10,153,56,59,48.69565217,56,85,2,10,315.2
4,1,11,610,84,0,100,6,93,0,511,376.2
4,1,12,360,149,0,100,0,149,0,211,412.2
4,1,13,149,0,118,0,0,145,0,4,427.1
4,1,14,152,0,51,0,0,77,0,75,442.3
4,2,1,215,12,165,6.779661017,12,166,1,36,21.4
4,2,2,196,93,1,98.93617021,93,9,2,92,41
4,2,3,167,42,0,100,0,42,0,125,57.7
4,2,4,421,118,10,92.1875,10,118,0,293,99.8
4,2,5,249,0,190,0,0,216,0,33,124.7
4,2,6,147,0,120,0,0,147,0,0,139.4
4,2,7,153,126,0,100,0,153,0,0,154.7
4,2,8,151,125,0,100,0,151,0,0,169.8
4,2,9,151,0,124,0,0,151,0,0,184.9
4,2,10,148,0,122,0,0,148,0,0,199.7
4,2,11,155,129,0,100,0,155,0,0,215.2
4,2,12,145,119,0,100,0,145,0,0,229.7
4,2,13,151,0,122,0,0,148,0,3,244.8
4,2,14,155,0,126,0,0,130,23,2,260.3
4,2,15,156,130,0,100,0,156,0,0,275.9
4,2,16,153,127,0,100,0,153,0,0,291.2
4,2,17,153,0,80,0,0,106,1,46,306.5
4,3,1,154,0,72,0,5,73,4,72,15.3
4,3,2,161,0,88,0,0,88,3,70,31.4
4,3,3,144,104,9,92.03539823,25,104,9,6,45.8
4,3,4,143,37,29,56.06060606,47,40,12,44,60.1
4,3,5,162,0,128,0,0,155,0,7,76.3
4,3,6,153,97,23,80.83333333,97,50,4,2,91.6
4,3,7,150,111,4,96.52173913,15,121,7,7,106.6
4,3,8,155,109,5,95.61403509,5,136,8,6,122.1
4,3,9,149,104,6,94.54545455,107,19,17,6,137
4,3,10,153,14,104,11.86440678,19,122,3,9,152.3
4,3,11,149,121,2,98.37398374,28,121,0,0,167.2
4,3,12,148,113,4,96.58119658,18,125,4,1,182
4,3,13,150,121,0,100,138,0,10,2,197
4,3,14,150,122,0,100,149,0,0,1,212
4,3,15,159,0,103,0,126,0,32,1,227.9
4,3,16,152,0,125,0,151,0,0,1,243.1
4,3,17,149,118,0,100,138,0,0,11,258
4,3,18,149,120,0,100,147,0,0,2,272.9
4,3,19,153,0,114,0,118,19,13,3,288.2
4,3,20,153,114,1,99.13043478,9,129,4,11,303.5
4,3,21,151,118,0,100,123,0,28,0,318.6
4,3,22,150,122,0,100,146,0,2,2,333.6
4,3,23,152,0,114,0,131,0,21,0,348.8
4,3,24,152,0,123,0,150,0,0,2,364
4,3,25,150,124,0,100,150,0,0,0,379
4,3,26,147,103,0,100,121,5,19,2,393.7
4,3,27,171,73,41,64.03508772,58,78,2,33,410.8
4,3,28,226,94,86,52.22222222,97,94,31,4,433.4
4,3,29,148,74,39,65.48672566,94,45,8,1,448.2
4,3,30,153,10,98,9.259259259,10,124,0,19,463.5
4,3,31,383,110,3,97.34513274,7,110,5,261,501.8
4,3,32,148,97,0,100,15,103,30,0,516.6
4,3,33,146,107,5,95.53571429,111,5,29,1,531.2
4,3,34,154,120,0,100,131,0,20,3,546.6
4,3,35,153,9,90,9.090909091,101,9,33,10,561.9
4,3,36,149,32,73,30.47619048,83,40,8,18,576.8
4,3,37,250,63,0,100,63,0,38,149,601.8
4,3,38,152,13,68,16.04938272,13,68,58,13,617
4,3,39,147,92,15,85.98130841,30,97,18,2,631.7
4,3,40,146,113,0,100,6,113,23,4,646.3
5,1,1,193,79,52,60.30534351,79,52,0,62,19.2
5,1,2,158,54,53,50.46728972,54,53,8,43,35
5,1,3,158,21,110,16.03053435,125,29,4,0,50.8
5,1,4,163,24,107,18.32061069,127,24,7,5,67.1
5,1,5,197,154,0,100,165,0,7,25,86.8
5,1,6,154,127,0,100,154,0,0,0,102.2
5,1,7,156,5,111,4.310344828,138,5,2,11,117.8
5,1,8,160,5,125,3.846153846,152,5,0,3,133.8
5,1,9,186,124,0,100,152,0,0,34,152.4
5,1,10,160,99,0,100,123,0,0,37,168.4
5,1,11,163,8,36,18.18181818,50,8,0,105,184.7
5,1,12,231,26,105,19.84732824,121,26,14,70,207.8
5,1,13,169,62,40,60.78431373,70,40,19,40,224.7
5,1,14,163,100,0,100,121,0,0,42,241
5,2,1,152,73,33,68.86792453,97,33,0,22,15.1
5,2,2,166,0,12,0,6,12,13,135,31.7
5,2,3,306,50,8,86.20689655,8,50,0,248,62.3
5,2,4,145,48,13,78.68852459,13,74,4,54,76.8
5,2,5,163,12,58,17.14285714,12,58,2,91,93.1
5,2,6,152,19,44,30.15873016,25,44,6,77,108.3
5,2,7,150,5,22,18.51851852,22,5,0,123,123.3
5,2,8,480,68,75,47.55244755,78,72,17,313,171.3
5,2,9,158,84,19,81.55339806,88,23,9,38,187.1
5,2,10,214,102,5,95.3271028,102,5,0,107,208.5
5,2,11,162,0,123,0,130,0,11,21,224.7
5,2,12,151,0,111,0,137,0,0,14,239.8
5,2,13,165,50,52,49.01960784,57,52,3,53,256.3
5,2,14,218,35,103,25.36231884,37,114,30,37,278.1
5,2,15,144,0,62,0,86,0,0,58,292.5
5,2,16,169,137,4,97.16312057,13,140,0,16,309.4
5,2,17,155,3,58,4.918032787,6,58,7,84,324.9
5,2,18,225,58,91,38.9261745,65,98,0,62,347.4
5,2,19,279,128,23,84.76821192,24,128,10,117,375.3
5,2,20,151,42,19,68.85245902,19,42,0,90,390.4
5,2,21,148,117,4,96.69421488,137,10,0,1,405.2
5,2,22,146,94,0,100,114,0,0,32,419.8
5,2,23,161,0,135,0,161,0,0,0,435.9
5,2,24,165,5,105,4.545454545,131,5,0,29,452.4
5,3,1,174,56,74,43.07692308,56,82,0,36,17.3
5,3,2,161,41,78,34.45378151,59,85,0,17,33.4
5,3,3,153,127,0,100,0,153,0,0,48.7
5,3,4,154,127,0,100,0,152,0,2,64.1
5,3,5,153,0,127,0,0,153,0,0,79.4
5,3,6,154,0,127,0,0,154,0,0,94.8
5,3,7,157,130,0,100,0,157,0,0,110.5
5,3,8,158,131,0,100,0,158,0,0,126.3
5,3,9,159,0,130,0,0,156,0,3,142.2
5,3,10,160,20,113,15.03759398,20,139,0,1,158.2
5,3,11,154,117,0,100,0,141,9,4,173.6
5,3,12,155,129,0,100,0,155,0,0,189.1
5,3,13,157,55,44,55.55555556,55,71,16,15,204.8
5,3,14,162,25,93,21.18644068,31,108,22,1,221
5,3,15,178,109,11,90.83333333,11,135,6,26,238.8
5,3,16,155,40,61,39.6039604,61,45,22,27,254.3
5,3,17,156,2,103,1.904761905,29,103,0,24,269.9
5,3,18,155,14,84,14.28571429,14,84,6,51,285.4
5,3,19,165,43,51,45.74468085,51,43,0,71,301.9
5,3,20,157,71,22,76.34408602,42,72,6,37,317.6
5,3,21,168,0,107,0,0,107,22,39,334.4
5,3,22,156,0,99,0,0,126,0,30,350
5,3,23,173,86,0,100,0,105,0,68,367.3
5,3,24,178,73,0,100,0,90,0,88,385.1
5,3,25,219,5,123,3.90625,5,129,13,72,407
5,3,26,219,14,102,12.06896552,14,128,7,70,428.9
5,3,27,165,88,0,100,0,96,0,69,445.4
5,3,28,160,107,0,100,0,117,11,32,461.4
5,3,29,163,46,19,70.76923077,46,31,37,49,477.7
5,3,30,164,0,113,0,0,132,0,32,494.1
5,3,31,229,115,0,100,0,121,0,108,517
5,3,32,163,74,16,82.22222222,16,74,0,73,533.3
5,3,33,213,0,102,0,0,102,0,111,554.6
5,3,34,220,40,47,45.97701149,40,74,34,72,576.6
5,3,35,156,100,0,100,0,126,0,30,592.2
5,3,36,218,92,1,98.92473118,8,100,8,102,614
5,3,37,160,0,110,0,0,111,0,49,630
5,3,38,163,0,36,0,0,36,0,127,646.3
5,3,39,197,68,0,100,0,88,0,109,666
5,3,40,218,108,0,100,0,123,0,95,687.8
6,1,1,218,144,0,100,154,4,0,60,21.7
6,1,2,196,0,115,0,14,115,0,67,41.3
6,1,3,172,81,0,100,0,101,0,71,58.5
6,1,4,172,136,0,100,0,162,10,0,75.7
6,1,5,162,0,121,0,0,129,0,33,91.9
6,1,6,177,7,121,5.46875,7,134,5,31,109.6
6,1,7,159,126,0,100,0,145,7,7,125.5
6,1,8,160,119,1,99.16666667,1,136,0,23,141.5
6,1,9,160,15,101,12.93103448,21,101,14,24,157.5
6,1,10,155,9,87,9.375,9,113,1,32,173
6,1,11,199,83,5,94.31818182,5,83,17,94,192.9
6,1,12,177,110,0,100,0,134,18,25,210.6
6,1,13,152,0,125,0,15,132,4,1,225.8
6,1,14,551,7,194,3.482587065,7,211,15,318,280.9
6,1,15,252,204,0,100,0,227,2,23,306.1
6,1,16,156,130,0,100,0,156,0,0,321.7
6,1,17,157,0,127,0,4,145,7,1,337.4
6,1,18,404,23,74,23.71134021,29,92,31,252,377.8
6,1,19,210,72,11,86.74698795,14,85,14,97,398.8
6,1,20,150,117,0,100,0,144,6,0,413.8
6,1,21,156,0,130,0,0,156,0,0,429.4
6,1,22,154,0,114,0,0,140,10,4,444.8
6,1,23,260,53,14,79.10447761,14,79,18,149,470.8
6,1,24,170,99,0,100,0,117,12,41,487.8
6,1,25,156,0,130,0,11,131,14,0,503.4
6,1,26,149,23,85,21.2962963,23,111,3,12,518.3
6,1,27,155,115,0,100,3,138,7,7,533.8
6,1,28,159,121,0,100,9,133,4,13,549.7
6,1,29,153,0,124,0,5,145,3,0,565
6,1,30,155,0,125,0,0,137,12,6,580.5
6,1,31,216,84,0,100,0,91,1,124,602.1
6,1,32,301,252,0,100,0,252,0,49,632.2
6,1,33,158,0,109,0,0,136,0,22,648
6,1,34,465,0,424,0,0,432,0,33,694.5
6,1,35,181,143,0,100,0,167,0,14,712.6
6,1,36,215,111,33,77.08333333,33,137,5,40,734.1
6,1,37,164,0,114,0,0,141,4,19,750.5
6,1,38,157,0,131,0,5,137,4,11,766.2
6,1,39,156,130,0,100,0,156,0,0,781.8
6,1,40,157,123,0,100,0,129,8,20,797.5
