id,VISIT,trnum,num,novel,famil,pctnovel,right,left,cent,away,elapse
6,2,1,227,10,62,13.88888889,10,62,0,155,22.6
6,2,2,391,19,87,17.9245283,19,87,7,278,61.7
6,2,3,152,50,74,40.32258065,77,69,0,6,76.9
6,2,4,150,90,26,77.5862069,37,103,0,10,91.9
6,2,5,149,73,35,67.59259259,82,52,7,8,106.8
6,2,6,158,100,3,97.08737864,100,14,38,6,122.6
6,2,7,156,52,38,57.77777778,38,52,56,10,138.2
6,2,8,154,0,53,0,58,3,25,68,153.6
6,2,9,571,45,36,55.55555556,45,36,11,479,210.7
6,2,10,195,0,56,0,4,62,0,129,230.2
6,2,11,176,4,75,5.063291139,75,4,16,81,247.8
6,2,12,151,16,70,18.60465116,72,23,11,45,262.9
6,2,13,176,66,0,100,66,0,0,110,280.5
6,2,14,152,88,0,100,88,0,4,60,295.7
6,2,15,152,12,57,17.39130435,72,17,12,51,310.9
6,2,16,155,50,74,40.32258065,88,50,16,1,326.4
6,2,17,153,39,65,37.5,51,65,20,17,341.7
6,2,18,153,31,23,57.40740741,37,26,22,68,357
6,2,19,154,115,0,100,0,115,0,39,372.4
6,2,20,149,48,43,52.74725275,43,75,0,31,387.3
6,2,21,149,81,14,85.26315789,95,25,25,4,402.2
6,2,22,156,27,43,38.57142857,27,43,22,64,417.8
6,2,23,152,13,53,19.6969697,53,13,15,71,433
6,2,24,163,59,24,71.08433735,24,61,25,53,449.3
6,2,25,153,62,31,66.66666667,74,31,18,30,464.6
6,2,26,154,21,58,26.58227848,32,68,11,43,480
6,2,27,153,46,17,73.01587302,21,55,21,56,495.3
6,2,28,155,79,36,68.69565217,36,83,18,18,510.8
6,2,29,153,54,53,50.46728972,54,74,20,5,526.1
6,2,30,219,28,85,24.77876106,36,97,10,76,548
6,2,31,158,90,33,73.17073171,33,90,19,16,563.8
6,2,32,153,103,23,81.74603175,23,128,0,2,579.1
6,3,1,153,89,23,79.46428571,89,35,8,21,15.2
6,3,2,151,79,29,73.14814815,90,39,0,22,30.3
6,3,3,150,82,17,82.82828283,40,85,0,25,45.3
6,3,4,153,70,38,64.81481481,45,83,3,22,60.6
6,3,5,202,103,0,100,103,0,1,98,80.8
6,3,6,188,95,14,87.1559633,95,14,7,72,99.6
6,3,7,157,107,19,84.92063492,45,107,4,1,115.3
6,3,8,155,51,68,42.85714286,77,58,0,20,130.8
6,3,9,153,121,0,100,148,0,0,5,146.1
6,3,10,153,78,32,70.90909091,104,32,0,17,161.4
6,3,11,232,59,57,50.86206897,59,84,4,85,184.6
6,3,12,160,4,109,3.539823009,115,5,9,31,200.6
6,3,13,205,89,18,83.17757009,91,18,0,96,221.1
6,3,14,150,63,25,71.59090909,81,25,27,17,236.1
6,3,15,166,50,14,78.125,14,50,19,83,252.7
6,3,16,179,60,19,75.94936709,19,60,0,100,270.6
6,3,17,162,33,4,89.18918919,33,4,0,125,286.8
6,3,18,399,92,24,79.31034483,92,24,6,277,326.7
6,3,19,149,80,8,90.90909091,18,89,16,26,341.6
6,3,20,156,46,13,77.96610169,13,50,15,78,357.2
6,3,21,152,56,19,74.66666667,56,19,22,55,372.4
6,3,22,393,27,42,39.13043478,27,42,0,324,411.7
6,3,23,160,77,26,74.75728155,36,77,0,47,427.7
6,3,24,197,54,35,60.6741573,43,65,17,72,447.4
7,1,1,216,11,149,6.875,26,152,0,38,21.5
7,1,2,162,0,135,0,0,162,0,0,37.7
7,1,3,147,115,6,95.04132231,7,136,4,0,52.4
7,1,4,153,74,0,100,0,79,0,74,67.7
7,1,5,154,0,127,0,0,153,0,1,83.1
7,1,6,158,0,132,0,0,158,0,0,98.9
7,1,7,154,127,0,100,0,154,0,0,114.3
7,1,8,152,126,0,100,0,152,0,0,129.5
7,1,9,150,0,124,0,0,150,0,0,144.5
7,1,10,152,0,126,0,0,152,0,0,159.7
7,1,11,152,103,0,100,0,129,0,23,174.9
7,1,12,157,123,0,100,0,138,0,19,190.6
7,1,13,155,0,127,0,0,147,8,0,206.1
7,1,14,160,0,61,0,0,87,0,73,222.1
7,1,15,400,7,34,17.07317073,34,7,11,348,262.1
7,1,16,1439,104,3,97.19626168,3,104,2,1330,406
7,1,17,152,0,126,0,0,143,0,9,421.2
7,1,18,375,0,120,0,0,134,2,239,458.7
7,1,19,327,123,0,100,0,142,0,185,491.4
7,1,20,149,86,12,87.75510204,12,112,7,18,506.3
7,1,21,155,12,36,25,12,36,5,102,521.8
7,1,22,170,0,144,0,6,157,0,7,538.8
7,1,23,154,119,0,100,0,145,0,9,554.2
7,1,24,273,102,12,89.47368421,12,102,0,159,581.5
7,1,25,435,0,82,0,0,91,7,337,625
7,1,26,147,0,101,0,6,118,10,13,639.7
7,1,27,152,0,11,0,13,20,2,117,654.9
7,1,28,171,86,27,76.10619469,27,86,0,58,672
7,1,29,160,0,130,0,0,157,0,3,688
7,1,30,152,0,126,0,0,152,0,0,703.2
7,1,31,155,128,0,100,0,155,0,0,718.7
7,1,32,154,128,0,100,0,154,0,0,734.1
7,1,33,153,0,124,0,0,150,0,3,749.4
7,1,34,150,0,124,0,0,147,0,3,764.4
7,1,35,225,119,0,100,0,140,0,85,786.9
7,1,36,151,115,0,100,0,140,4,7,802
7,1,37,147,0,46,0,0,72,11,64,816.7
7,1,38,155,12,17,41.37931034,12,22,7,114,832.2
7,2,1,184,3,91,3.191489362,4,99,0,81,18.3
7,2,2,149,71,46,60.68376068,99,46,0,4,33.2
7,2,3,154,121,0,100,0,148,0,6,48.6
7,2,4,154,112,5,95.72649573,5,139,10,0,64
7,2,5,152,0,111,0,6,132,0,14,79.2
7,2,6,152,117,0,100,131,13,0,8,94.4
7,2,7,164,11,107,9.322033898,108,11,0,45,110.8
7,2,8,151,0,111,0,112,26,0,13,125.9
7,2,9,152,116,1,99.14529915,120,5,10,17,141.1
7,2,10,153,104,0,100,106,22,0,25,156.4
7,2,11,194,81,23,77.88461538,32,81,14,67,175.8
7,2,12,206,35,7,83.33333333,7,35,0,164,196.4
7,2,13,319,8,31,20.51282051,8,31,0,280,228.3
7,2,14,184,4,12,25,4,12,5,163,246.7
7,2,15,207,0,7, ,7,0,1,199,267.4
7,2,16,285,1,5, ,16,1,13,255,295.9
7,2,17,274,7,13,35,7,13,0,254,323.3
7,2,18,192,10,0,100,10,0,8,174,342.5
7,2,19,359,1,49,2,49,1,6,303,378.4
7,2,20,199,15,0,100,0,15,0,184,398.3
7,2,21,301,6,2, ,6,2,1,292,428.4
7,2,22,153,7,0, ,7,0,6,140,443.7
7,2,23,234,5,30,14.28571429,30,5,0,199,467.1
7,2,24,156,8,96,7.692307692,96,25,6,29,482.7
7,2,25,160,21,7,75,37,7,8,108,498.7
7,2,26,221,0,21,0,0,21,8,192,520.8
7,2,27,191,0,28,0,28,0,2,161,539.9
7,2,28,596,0,29,0,29,0,0,567,599.5
7,2,29,358,18,0,100,31,0,0,327,635.3
7,2,30,167,16,5,76.19047619,16,5,13,133,652
7,2,31,299,5,28,15.15151515,28,5,4,262,681.9
7,2,32,376,0,31,0,31,0,10,335,719.5
7,2,33,321,22,7,75.86206897,22,7,12,280,751.6
7,2,34,200,46,2,95.83333333,47,2,2,149,771.6
7,2,35,159,32,18,64,20,32,10,97,787.5
7,2,36,179,49,0,100,0,49,2,128,805.4
7,2,37,161,0,27,0,6,27,10,118,821.5
7,2,38,160,0,82,0,0,82,9,69,837.5
7,2,39,152,28,0,100,0,48,7,97,852.7
7,2,40,156,17,11,60.71428571,11,24,11,110,868.3
7,3,1,152,0,124,0,0,152,0,0,15.1
7,3,2,150,0,123,0,0,150,0,0,30.1
7,3,3,152,110,0,100,0,137,15,0,45.3
7,3,4,148,122,0,100,0,127,21,0,60.1
7,3,5,150,0,123,0,0,150,0,0,75.1
7,3,6,153,118,1,99.15966387,118,28,7,0,90.4
7,3,7,151,0,124,0,151,0,0,0,105.5
7,3,8,152,0,125,0,152,0,0,0,120.7
7,3,9,148,116,0,100,131,0,13,4,135.5
7,3,10,151,93,9,91.17647059,120,9,0,22,150.6
7,3,11,148,116,0,100,0,139,0,9,165.4
7,3,12,151,93,0,100,0,113,35,3,180.5
7,3,13,154,0,128,0,0,141,13,0,195.9
7,3,14,150,0,117,0,0,131,19,0,210.9
7,3,15,151,117,0,100,0,141,10,0,226
7,3,16,153,111,6,94.87179487,6,132,14,1,241.3
7,3,17,146,0,119,0,11,135,0,0,255.9
7,3,18,150,106,5,95.4954955,117,18,13,2,270.9
7,3,19,150,113,0,100,0,137,12,1,285.9
7,3,20,151,97,9,91.50943396,17,107,11,16,301
7,3,21,257,112,2,98.24561404,112,2,0,143,326.7
7,3,22,158,1,116,0.854700855,9,126,1,22,342.5
7,3,23,151,117,0,100,11,125,15,0,357.6
7,3,24,165,1,116,0.854700855,116,11,16,22,374.1
7,3,25,150,80,0,100,99,0,0,51,389.1
7,3,26,536,119,0,100,119,0,0,417,442.7
7,3,27,154,0,124,0,149,0,0,5,458.1
7,3,28,151,14,109,11.38211382,124,14,0,13,473.2
7,3,29,154,80,39,67.22689076,80,65,8,1,488.6
7,3,30,197,0,4, ,16,4,0,177,508.3
7,3,31,506,1,98,1.01010101,98,1,0,407,558.9
7,3,32,152,8,112,6.666666667,123,24,0,5,574.1
7,3,33,164,0,1, ,22,1,17,124,590.5
7,3,34,262,66,4,94.28571429,66,4,0,192,616.7
7,3,35,244,61,4,93.84615385,4,61,0,179,641.1
7,3,36,163,13,83,13.54166667,83,13,3,64,657.4
7,3,37,150,76,0,100,96,3,3,48,672.4
7,3,38,151,121,0,100,133,0,2,16,687.5
7,3,39,317,0,113,0,114,1,0,202,719.2
7,3,40,205,1,122,0.81300813,122,1,2,80,739.7
8,1,1,162,36,92,28.125,42,105,7,8,16.1
8,1,2,158,0,120,0,0,142,8,8,31.9
8,1,3,157,109,14,88.61788618,26,116,0,15,47.6
8,1,4,156,121,0,100,0,147,0,9,63.2
8,1,5,178,23,87,20.90909091,23,104,1,50,81
8,1,6,156,3,113,2.586206897,3,139,11,3,96.6
8,1,7,165,104,0,100,0,107,0,58,113.1
8,1,8,173,112,0,100,0,112,17,44,130.4
8,1,9,162,0,0, ,0,15,16,131,146.6
8,1,10,161,34,62,35.41666667,34,62,7,58,162.7
8,1,11,171,75,12,86.20689655,19,81,10,61,179.8
8,1,12,720,31,14,68.88888889,14,56,20,630,251.8
8,1,13,276,0,9, ,0,9,13,254,279.4
8,1,14,212,6,21,22.22222222,6,21,3,182,300.6
8,1,15,551,5,22,18.51851852,22,5,9,515,355.7
8,1,16,166,0,24,0,24,0,7,135,372.3
8,1,17,1503,38,10,79.16666667,38,10,13,1442,522.6
8,1,18,178,24,0,100,24,0,2,152,540.4
8,1,19,162,32,26,55.17241379,26,32,7,97,556.6
8,1,20,176,6,19,24,19,6,29,122,574.2
8,1,21,154,51,0,100,51,0,15,88,589.6
8,1,22,155,56,60,48.27586207,68,67,14,6,605.1
8,1,23,292,48,17,73.84615385,17,73,14,188,634.3
8,1,24,385,0,9, ,9,0,7,369,672.8
8,1,25,856,0,20,0,0,20,0,836,758.4
8,1,26,480,10,5,66.66666667,10,5,0,465,806.4
8,1,27,163,7,3,70,3,13,0,147,822.7
8,1,28,173,32,0,100,8,32,6,127,840
8,1,29,233,10,27,27.02702703,17,27,2,187,863.3
8,1,30,398,3,10,23.07692308,3,10,20,365,903.1
8,2,1,186,29,42,40.84507042,29,42,3,112,18.5
8,2,2,157,36,18,66.66666667,36,18,7,96,34.2
8,2,3,166,26,63,29.21348315,85,26,8,47,50.8
8,2,4,153,6,40,13.04347826,46,10,27,70,66.1
8,2,5,153,62,9,87.32394366,71,9,0,73,81.4
8,2,6,154,96,7,93.2038835,96,7,0,51,96.8
8,2,7,149,7,50,12.28070175,61,7,6,75,111.7
8,2,8,162,23,43,34.84848485,43,29,9,81,127.9
8,2,9,162,70,25,73.68421053,82,30,6,44,144.1
8,2,10,160,62,0,100,69,0,0,91,160.1
8,2,11,152,11,58,15.94202899,64,11,4,73,175.3
8,2,12,152,0,26,0,26,1,23,102,190.5
8,2,13,154,56,5,91.80327869,56,5,3,90,205.9
8,2,14,150,80,4,95.23809524,105,5,24,16,220.9
8,2,15,150,0,112,0,139,0,0,11,235.9
8,2,16,149,0,62,0,68,0,0,81,250.8
8,2,17,153,46,0,100,51,0,1,101,266.1
8,2,18,151,77,0,100,82,0,0,69,281.2
8,2,19,158,8,39,17.0212766,44,8,5,101,297
8,2,20,166,21,71,22.82608696,90,21,9,46,313.6
8,2,21,149,112,0,100,134,0,3,12,328.5
8,2,22,152,43,0,100,66,0,4,82,343.7
8,2,23,153,0,24,0,35,0,3,115,359
8,2,24,178,34,56,37.77777778,56,34,15,73,376.8
8,2,25,151,89,0,100,89,5,3,54,391.9
8,2,26,165,84,11,88.42105263,89,11,3,62,408.4
8,2,27,147,45,25,64.28571429,45,45,3,54,423.1
8,2,28,156,15,50,23.07692308,50,38,0,68,438.7
8,2,29,158,44,8,84.61538462,51,8,1,98,454.5
8,2,30,202,50,0,100,50,0,3,149,474.7
8,2,31,153,0,47,0,62,5,26,60,490
8,2,32,214,0,67,0,67,0,0,147,511.4
8,2,33,149,64,29,68.8172043,80,31,12,26,526.3
8,2,34,151,42,20,67.74193548,54,29,23,45,541.4
8,2,35,177,19,30,38.7755102,42,19,2,114,559.1
8,2,36,162,18,10,64.28571429,18,18,4,122,575.3
8,2,37,150,52,7,88.13559322,52,10,16,72,590.3
8,2,38,163,45,52,46.39175258,47,56,0,60,606.6
8,2,39,163,44,54,44.89795918,55,46,11,51,622.9
8,2,40,166,43,10,81.13207547,10,47,7,102,639.5
8,3,1,161,52,61,46.01769912,57,67,12,25,16
8,3,2,150,57,49,53.77358491,64,54,10,22,31
8,3,3,157,27,66,29.03225806,73,29,0,55,46.7
8,3,4,159,0,116,0,120,3,10,26,62.6
8,3,5,152,64,0,100,64,0,0,88,77.8
8,3,6,165,36,79,31.30434783,36,79,3,47,94.3
8,3,7,153,48,47,50.52631579,71,48,26,8,109.6
8,3,8,150,2,99,1.98019802,101,11,13,25,124.6
8,3,9,154,36,55,39.56043956,50,61,16,27,140
8,3,10,154,38,47,44.70588235,44,47,14,49,155.4
8,3,11,153,24,92,20.68965517,107,35,1,10,170.7
8,3,12,178,11,64,14.66666667,79,11,16,72,188.5
8,3,13,186,27,97,21.77419355,32,98,3,53,207.1
8,3,14,306,77,8,90.58823529,77,29,25,175,237.7
8,3,15,150,0,79,0,86,0,3,61,252.7
8,3,16,154,27,93,22.5,93,27,0,34,268.1
8,3,17,150,117,0,100,144,0,0,6,283.1
8,3,18,148,58,19,75.32467532,65,19,19,45,297.9
8,3,19,152,59,42,58.41584158,53,59,18,22,313.1
8,3,20,157,35,67,34.31372549,90,35,18,14,328.8
8,3,21,163,49,33,59.75609756,61,46,5,51,345.1
8,3,22,160,95,9,91.34615385,109,12,4,35,361.1
8,3,23,157,101,25,80.15873016,25,107,1,24,376.8
8,3,24,174,27,67,28.72340426,72,27,25,50,394.2
8,3,25,189,74,32,69.81132075,74,34,35,46,413.1
8,3,26,256,8,0, ,8,0,0,248,438.7
8,3,27,458,0,124,0,124,0,0,334,484.5
8,3,28,154,0,103,0,130,0,0,24,499.9
8,3,29,304,258,9,96.62921348,259,9,0,36,530.3
8,3,30,194,157,0,100,175,0,0,19,549.7
8,3,31,222,0,59,0,62,0,17,143,571.9
8,3,32,230,0,158,0,158,0,0,72,594.9
8,3,33,151,108,0,100,128,0,0,23,610
8,3,34,154,101,15,87.06896552,128,15,4,7,625.4
8,3,35,151,124,0,100,0,151,0,0,640.5
8,3,36,151,0,69,0,84,6,0,61,655.6
8,3,37,163,39,0,100,39,0,0,124,671.9
8,3,38,249,59,12,83.09859155,59,14,3,173,696.8
8,3,39,149,108,8,93.10344828,20,121,2,6,711.7
8,3,40,203,141,25,84.93975904,25,168,1,9,732
9,1,1,152,14,0,100,17,0,0,135,15.1
9,1,2,162,55,0,100,59,0,0,103,31.3
9,1,3,155,0,93,0,119,0,0,36,46.8
9,1,4,159,0,118,0,142,0,3,14,62.7
9,1,5,986,9,239,3.629032258,15,242,52,677,161.3
9,1,6,388,0,124,0,0,124,0,264,200.1
9,1,7,153,126,0,100,0,153,0,0,215.4
9,1,8,221,40,12,76.92307692,12,51,11,147,237.5
9,1,9,270,4,130,2.985074627,16,130,1,123,264.5
9,1,10,267,12,82,12.76595745,17,82,57,111,291.2
9,1,11,161,53,0,100,0,53,28,80,307.3
9,1,12,285,0,134,0,134,0,0,151,335.8
9,1,13,153,22,0,100,49,0,0,104,351.1
9,1,14,389,126,0,100,126,0,0,263,390
9,1,15,148,0,68,0,95,0,0,53,404.8
9,1,16,150,0,86,0,98,0,6,46,419.8
9,1,17,215,127,0,100,127,0,0,88,441.3
9,1,18,354,83,28,74.77477477,83,28,17,226,476.7
9,1,19,389,5,38,11.62790698,38,5,8,338,515.6
9,1,20,166,0,0, ,0,0,22,144,532.2
9,1,21,485,119,0,100,119,7,0,359,580.7
9,1,22,161,16,7,69.56521739,43,7,4,107,596.8
9,2,1,159,118,0,100,123,0,0,36,15.8
9,2,2,164,131,0,100,140,0,0,24,32.2
9,2,3,344,0,128,0,129,0,0,215,66.6
9,2,4,154,0,126,0,154,0,0,0,82
9,2,5,152,120,0,100,146,0,0,6,97.2
9,2,6,156,121,0,100,136,0,12,8,112.8
9,2,7,153,0,127,0,152,0,0,1,128.1
9,2,8,153,0,126,0,153,0,0,0,143.4
9,2,9,149,123,0,100,149,0,0,0,158.3
9,2,10,153,126,0,100,150,0,0,3,173.6
9,2,11,151,0,125,0,151,0,0,0,188.7
9,2,12,154,0,126,0,152,0,0,2,204.1
9,2,13,154,117,0,100,121,0,0,33,219.5
9,2,14,151,113,0,100,113,0,0,38,234.6
9,2,15,153,0,126,0,152,0,0,1,249.9
9,2,16,161,0,131,0,154,0,0,7,266
9,2,17,150,122,0,100,148,0,0,2,281
9,2,18,147,117,0,100,128,0,0,19,295.7
9,2,19,172,0,127,0,139,0,0,33,312.9
9,2,20,147,0,82,0,102,6,0,39,327.6
9,2,21,155,121,0,100,128,0,3,24,343.1
9,2,22,153,127,0,100,150,0,0,3,358.4
9,2,23,152,0,124,0,150,0,0,2,373.6
9,2,24,160,0,116,0,137,0,0,23,389.6
9,2,25,152,93,0,100,102,0,0,50,404.8
9,2,26,348,82,0,100,82,0,0,266,439.6
9,2,27,165,1,119,0.833333333,129,10,0,26,456.1
9,2,28,158,0,53,0,79,0,0,79,471.9
9,2,29,150,101,0,100,127,0,0,23,486.9
9,2,30,150,114,0,100,134,0,0,16,501.9
9,2,31,158,0,119,0,138,0,0,20,517.7
9,2,32,154,0,125,0,125,0,0,29,533.1
9,2,33,151,118,0,100,140,0,0,11,548.2
9,2,34,164,96,0,100,107,0,0,57,564.6
9,2,35,182,0,91,0,109,0,0,73,582.8
9,2,36,168,0,122,0,129,0,0,39,599.6
9,2,37,148,111,0,100,133,0,0,15,614.4
9,2,38,169,0,108,0,7,108,0,54,631.3
9,2,39,171,99,2,98.01980198,2,105,11,53,648.4
9,2,40,165,0,121,0,121,1,0,43,664.9
9,3,1,1562,0,34,0,0,34,11,1517,156.1
9,3,2,784,0,98,0,0,98,0,686,234.5
9,3,3,549,132,0,100,0,132,0,417,289.4
9,3,4,147,120,0,100,0,147,0,0,304.1
9,3,5,152,0,122,0,0,149,0,3,319.3
9,3,6,150,0,122,0,0,150,0,0,334.3
9,3,7,151,117,0,100,0,138,6,7,349.4
9,3,8,151,123,0,100,0,151,0,0,364.5
9,3,9,151,0,119,0,0,146,0,5,379.6
9,3,10,2465,13,0,100,13,15,0,2437,626.1
9,3,11,707,109,0,100,0,109,9,589,696.8
9,3,12,150,123,0,100,0,139,0,11,711.8
9,3,13,186,0,116,0,0,126,0,60,730.4
9,3,14,186,0,64,0,0,64,0,122,749
9,3,15,163,130,0,100,0,130,0,33,765.3
9,3,16,150,123,0,100,0,150,0,0,780.3
9,3,17,150,0,86,0,0,113,0,37,795.3
9,3,18,286,67,37,64.42307692,67,48,0,171,823.9
9,3,19,159,112,0,100,0,112,8,39,839.8
9,3,20,151,124,0,100,0,151,0,0,854.9
10,1,1,160,34,23,59.64912281,35,23,0,102,15.9
10,1,2,154,5,80,5.882352941,12,85,0,57,31.3
10,1,3,161,64,24,72.72727273,24,79,7,51,47.4
10,1,4,255,89,16,84.76190476,16,89,0,150,72.9
10,1,5,645,290,19,93.85113269,298,23,32,292,137.4
10,1,6,155,128,0,100,155,0,0,0,152.9
10,1,7,151,0,123,0,151,0,0,0,168
10,1,8,150,0,122,0,150,0,0,0,183
10,1,9,154,124,0,100,151,0,0,3,198.4
10,1,10,161,125,6,95.41984733,148,9,0,4,214.5
10,1,11,150,0,123,0,150,0,0,0,229.5
10,1,12,152,0,125,0,152,0,0,0,244.7
10,1,13,151,124,0,100,151,0,0,0,259.8
10,1,14,152,125,0,100,152,0,0,0,275
10,1,15,154,0,125,0,152,0,0,2,290.4
10,1,16,155,0,109,0,125,0,0,30,305.9
10,1,17,152,126,0,100,152,0,0,0,321.1
10,1,18,153,126,0,100,153,0,0,0,336.4
10,1,19,152,0,124,0,149,0,0,3,351.6
10,1,20,152,0,125,0,152,0,0,0,366.8
10,1,21,150,118,0,100,145,0,0,5,381.8
10,1,22,329,124,0,100,124,0,14,191,414.7
10,1,23,151,0,124,0,151,0,0,0,429.8
10,1,24,152,0,119,0,134,0,0,18,445
10,1,25,165,122,0,100,128,0,0,37,461.5
10,1,26,149,122,0,100,149,0,0,0,476.4
10,1,27,154,0,127,0,154,0,0,0,491.8
10,1,28,152,0,125,0,152,0,0,0,507
10,2,1,188,137,22,86.16352201,142,46,0,0,18.7
10,2,2,170,62,58,51.66666667,79,63,19,9,35.7
10,2,3,162,84,40,67.74193548,56,84,14,8,51.9
10,2,4,194,103,54,65.60509554,58,121,4,11,71.3
10,2,5,157,12,113,9.6,16,127,8,6,87
10,2,6,178,0,144,0,9,154,12,3,104.8
10,2,7,165,133,0,100,0,146,16,3,121.3
10,2,8,160,79,27,74.52830189,27,95,25,13,137.3
10,2,9,180,0,152,0,12,159,6,3,155.3
10,2,10,171,74,45,62.18487395,79,67,13,12,172.4
10,2,11,362,110,133,45.26748971,141,113,77,31,208.6
10,2,12,224,0,190,0,215,0,6,3,231
10,3,1,185,0,143,0,0,169,0,16,18.4
10,3,2,156,0,105,0,0,131,0,25,34
10,3,3,158,112,0,100,0,112,0,46,49.8
10,3,4,144,98,0,100,0,123,0,21,64.2
10,3,5,154,0,63,0,0,74,0,80,79.6
10,3,6,278,50,44,53.19148936,50,44,0,184,107.4
10,3,7,178,104,3,97.19626168,12,104,4,58,125.2
10,3,8,151,115,0,100,0,129,6,16,140.3
10,3,9,149,0,109,0,0,131,0,18,155.2
10,3,10,148,0,122,0,0,138,0,10,170
10,3,11,145,114,0,100,0,141,0,4,184.5
10,3,12,146,118,0,100,0,144,0,2,199.1
10,3,13,149,0,122,0,0,149,0,0,214
10,3,14,146,0,120,0,0,145,0,1,228.6
10,3,15,149,0,107,0,115,14,0,20,243.5
10,3,16,154,128,0,100,4,150,0,0,258.9
10,3,17,149,21,59,26.25,22,74,25,28,273.8
10,3,18,147,12,73,14.11764706,12,87,37,11,288.5
10,3,19,148,98,15,86.72566372,34,106,8,0,303.3
10,3,20,147,117,0,100,0,143,0,4,318
10,3,21,151,1,116,0.854700855,1,143,3,4,333.1
10,3,22,148,105,0,100,128,0,0,20,347.9
10,3,23,148,108,3,97.2972973,26,108,4,10,362.7
10,3,24,149,39,0,100,0,41,74,34,377.6
11,1,1,184,13,87,13,13,87,13,71,18.3
11,1,2,149,15,78,16.12903226,38,83,14,14,33.2
11,1,3,153,52,3,94.54545455,8,61,3,81,48.5
11,1,4,374,0,82,0,82,0,5,287,85.9
11,1,5,171,63,28,69.23076923,74,28,3,66,103
11,1,6,217,38,0,100,41,0,6,170,124.7
